5.856714248657226562e-01,7.799756526947021484e-01,8.666479587554931641e-01,1.771224498748779297e+00,2.323537826538085938e+00,2.829334974288940430e+00,3.750928640365600586e+00,5.369612455368041992e+00,8.103110790252685547e+00
4.938402175903320312e-01,6.456639766693115234e-01,8.685851097106933594e-01,1.104604244232177734e+00,2.102553129196166992e+00,2.801080226898193359e+00,3.759273529052734375e+00,5.204332113265991211e+00,7.834002494812011719e+00
4.998021125793457031e-01,6.203172206878662109e-01,8.645575046539306641e-01,1.125306367874145508e+00,2.042995929718017578e+00,2.828997611999511719e+00,3.687991619110107422e+00,5.204164028167724609e+00,7.913031101226806641e+00
4.974439144134521484e-01,6.045897006988525391e-01,8.695955276489257812e-01,1.114278793334960938e+00,2.072598218917846680e+00,2.898751258850097656e+00,3.687119245529174805e+00,5.177637338638305664e+00,7.958778381347656250e+00
4.948487281799316406e-01,6.201159954071044922e-01,8.721766471862792969e-01,1.122010469436645508e+00,2.126406908035278320e+00,3.015715837478637695e+00,3.791685342788696289e+00,5.220301628112792969e+00,8.178841352462768555e+00
4.985463619232177734e-01,6.194019317626953125e-01,8.866791725158691406e-01,1.124033212661743164e+00,2.103837013244628906e+00,2.831130027770996094e+00,3.717644453048706055e+00,5.294410943984985352e+00,7.939081907272338867e+00
5.013635158538818359e-01,6.183290481567382812e-01,8.747045993804931641e-01,1.103075504302978516e+00,2.119825363159179688e+00,2.827499866485595703e+00,3.798447132110595703e+00,5.219028711318969727e+00,7.938833713531494141e+00
4.921121597290039062e-01,6.030044555664062500e-01,1.062384843826293945e+00,1.146986007690429688e+00,2.128732442855834961e+00,2.822065591812133789e+00,3.679971694946289062e+00,5.223476886749267578e+00,7.859416246414184570e+00
4.997596740722656250e-01,6.365292072296142578e-01,8.521580696105957031e-01,1.089799880981445312e+00,2.075183153152465820e+00,2.811717987060546875e+00,3.654821157455444336e+00,5.220647573471069336e+00,8.163438081741333008e+00
4.905021190643310547e-01,6.238298416137695312e-01,8.715839385986328125e-01,1.109942913055419922e+00,2.113403320312500000e+00,2.816496610641479492e+00,3.783352375030517578e+00,5.713040590286254883e+00,8.113716363906860352e+00
5.024182796478271484e-01,6.295645236968994141e-01,8.708186149597167969e-01,1.100308418273925781e+00,2.107232093811035156e+00,2.829168319702148438e+00,3.720641851425170898e+00,5.279201030731201172e+00,8.185035705566406250e+00
5.026659965515136719e-01,6.351702213287353516e-01,9.078552722930908203e-01,1.124686717987060547e+00,2.079121589660644531e+00,2.836288690567016602e+00,3.732862472534179688e+00,5.289850473403930664e+00,8.222663164138793945e+00
4.840576648712158203e-01,6.195020675659179688e-01,8.759999275207519531e-01,1.117937088012695312e+00,2.090550661087036133e+00,3.330974102020263672e+00,3.724032640457153320e+00,5.291180133819580078e+00,8.167555809020996094e+00
4.981725215911865234e-01,6.045219898223876953e-01,8.527030944824218750e-01,1.102200746536254883e+00,2.111814975738525391e+00,2.859849452972412109e+00,3.675547838211059570e+00,5.257386922836303711e+00,8.144818544387817383e+00
