5.161142349243164062e-01,7.173600196838378906e-01,9.999310970306396484e-01,1.149497747421264648e+00,2.135346174240112305e+00,3.535604476928710938e+00,3.721864938735961914e+00,5.213546752929687500e+00,7.982978105545043945e+00
4.994399547576904297e-01,6.358726024627685547e-01,8.628950119018554688e-01,1.099413394927978516e+00,2.111009597778320312e+00,2.839465856552124023e+00,3.933154106140136719e+00,6.114659070968627930e+00,1.036769056320190430e+01
5.003778934478759766e-01,6.274220943450927734e-01,8.736698627471923828e-01,1.119540214538574219e+00,2.211580514907836914e+00,3.057995319366455078e+00,3.736125230789184570e+00,5.255879878997802734e+00,8.023900985717773438e+00
4.979345798492431641e-01,6.346840858459472656e-01,8.819520473480224609e-01,1.125054359436035156e+00,2.278622150421142578e+00,3.088534593582153320e+00,3.962766885757446289e+00,5.256020069122314453e+00,8.055047273635864258e+00
5.095944404602050781e-01,6.202239990234375000e-01,8.860514163970947266e-01,1.137689828872680664e+00,2.123983144760131836e+00,2.993442296981811523e+00,3.801939964294433594e+00,5.338749170303344727e+00,8.239624977111816406e+00
5.010972023010253906e-01,6.426560878753662109e-01,8.706777095794677734e-01,1.132431745529174805e+00,2.098862171173095703e+00,2.825955152511596680e+00,3.768396854400634766e+00,7.046702146530151367e+00,1.031226086616516113e+01
5.337035655975341797e-01,6.762254238128662109e-01,9.201443195343017578e-01,1.427538156509399414e+00,2.533748388290405273e+00,3.404232978820800781e+00,5.101437568664550781e+00,7.403468847274780273e+00,8.335335731506347656e+00
5.028598308563232422e-01,6.185905933380126953e-01,9.114289283752441406e-01,1.109434604644775391e+00,2.128854036331176758e+00,2.892590045928955078e+00,3.741960048675537109e+00,5.409133195877075195e+00,8.339979887008666992e+00
4.995610713958740234e-01,6.253223419189453125e-01,8.760976791381835938e-01,1.125105857849121094e+00,2.130008935928344727e+00,2.859417676925659180e+00,3.786601305007934570e+00,5.541832208633422852e+00,8.487349987030029297e+00
5.089278221130371094e-01,6.334698200225830078e-01,9.002292156219482422e-01,1.113865137100219727e+00,2.129957675933837891e+00,2.897641658782958984e+00,3.780656099319458008e+00,5.434362173080444336e+00,8.278957843780517578e+00
